"item_short","CNT","full_credit","no_credit"
"S626Q02","DNK",458,529
"S626Q02","DOM",144,650
"S626Q02","ESP",456,532
"S626Q02","EST",575,296
"S626Q02","FIN",628,312
"S626Q02","FRA",489,401
"S626Q02","GBR",1204,966
"S626Q02","GRC",425,396
"S626Q02","HKG",523,301
"S626Q02","HRV",397,469
"S626Q02","HUN",394,484
"S626Q02","IRL",701,519
"S626Q02","ISL",235,265
"S626Q02","ISR",553,411
"S626Q02","ITA",907,832
"S626Q02","JPN",585,388
"S626Q02","KOR",446,397
"S626Q02","LTU",454,523
"S626Q02","LUX",361,383
"S626Q02","LVA",433,318
"S626Q02","MAC",413,255
"S626Q02","MEX",304,700
"S626Q02","MNE",255,496
"S626Q02","NLD",427,386
"S626Q02","NOR",363,420
"S626Q02","NZL",371,253
"S626Q02","PER",256,629
"S626Q02","POL",515,408
"S626Q02","PRT",455,597
"S626Q02","QAT",1031,1497
"S626Q02","QCH",958,519
"S626Q02","QES",2235,2573
"S626Q02","QUC",158,91
"S626Q02","QUE",136,136
"S626Q02","RUS",482,374
"S626Q02","SGP",621,312
"S626Q02","SVK",389,514
"S626Q02","SVN",500,490
"S626Q02","SWE",405,379
"S626Q02","TAP",723,434
"S626Q02","THA",574,600
"S626Q02","TUN",211,456
"S626Q02","TUR",382,492
"S626Q02","URY",310,517
"S626Q02","USA",470,328
"S626Q03","ARE",1200,892
"S626Q03","AUS",1463,617
"S626Q03","AUT",669,350
"S626Q03","BEL",939,420
"S626Q03","BGR",488,332
"S626Q03","BRA",1133,1306
"S626Q03","CAN",2112,936
"S626Q03","CHE",860,417
"S626Q03","CHL",649,392
"S626Q03","COL",816,821
"S626Q03","CRI",439,394
"S626Q03","CZE",692,301
"S626Q03","DEU",663,262
"S626Q03","DNK",683,296
"S626Q03","DOM",296,486
"S626Q03","ESP",667,312
"S626Q03","EST",684,187
"S626Q03","FIN",729,204
"S626Q03","FRA",602,283
"S626Q03","GBR",1427,719
"S626Q03","GRC",485,334
"S626Q03","HKG",615,206
"S626Q03","HRV",513,341
"S626Q03","HUN",601,265
"S626Q03","IRL",845,372
"S626Q03","ISL",331,159
"S626Q03","ISR",616,327
"S626Q03","ITA",1150,584
"S626Q03","JPN",722,249
"S626Q03","KOR",629,211
"S626Q03","LTU",618,352
"S626Q03","LUX",460,272
"S626Q03","LVA",530,219
"S626Q03","MAC",509,155
"S626Q03","MEX",477,520
"S626Q03","MNE",365,368
"S626Q03","NLD",563,250
"S626Q03","NOR",551,227
"S626Q03","NZL",449,169
"S626Q03","PER",418,451
"S626Q03","POL",609,309
"S626Q03","PRT",681,363
"S626Q03","QAT",1335,1168
"S626Q03","QCH",1121,348
"S626Q03","QES",3277,1490
"S626Q03","QUC",185,62
"S626Q03","QUE",194,79
"S626Q03","RUS",545,306
"S626Q03","SGP",718,210
"S626Q03","SVK",561,338
"S626Q03","SVN",698,292
"S626Q03","SWE",562,210
"S626Q03","TAP",890,261
"S626Q03","THA",670,490
"S626Q03","TUN",334,320
"S626Q03","TUR",460,406
"S626Q03","URY",428,387
"S626Q03","USA",550,246
"S627Q01","ARE",648,1493
"S627Q01","AUS",866,1320
"S627Q01","AUT",407,675
"S627Q01","BEL",516,912
"S627Q01","BGR",357,532
"S627Q01","BRA",729,2672
"S627Q01","CAN",1226,1759
"S627Q01","CHE",533,759
"S627Q01","CHL",311,712
"S627Q01","COL",328,1448
"S627Q01","CRI",164,777
"S627Q01","CZE",447,561
"S627Q01","DEU",338,586
"S627Q01","DNK",486,529
"S627Q01","DOM",103,882
"S627Q01","ESP",357,665
"S627Q01","EST",364,476
"S627Q01","FIN",532,374
"S627Q01","FRA",373,578
"S627Q01","GBR",874,1266
"S627Q01","GRC",369,466
"S627Q01","HKG",401,443
"S627Q01","HRV",319,622
"S627Q01","HUN",321,552
"S627Q01","IRL",468,800
"S627Q01","ISL",203,338
"S627Q01","ISR",401,632
"S627Q01","ITA",833,984
"S627Q01","JPN",643,371
"S627Q01","KOR",699,151
"S627Q01","LTU",410,600
"S627Q01","LUX",304,532
"S627Q01","LVA",324,408
"S627Q01","MAC",396,268
"S627Q01","MEX",293,836
"S627Q01","MNE",225,620
"S627Q01","NLD",303,481
"S627Q01","NOR",367,461
"S627Q01","NZL",280,397
"S627Q01","PER",234,790
"S627Q01","POL",491,548
"S627Q01","PRT",442,717
"S627Q01","QAT",747,1823
"S627Q01","QCH",1209,314
"S627Q01","QES",1707,3295
"S627Q01","QUC",107,139
"S627Q01","QUE",119,181
"S627Q01","RUS",382,510
"S627Q01","SGP",471,482
"S627Q01","SVK",355,575
"S627Q01","SVN",532,417
"S627Q01","SWE",346,493
"S627Q01","TAP",743,458
"S627Q01","THA",596,732
"S627Q01","TUN",186,602
"S627Q01","TUR",383,512
"S627Q01","URY",222,679
"S627Q01","USA",356,523
"S627Q03","ARE",1411,677
"S627Q03","AUS",1795,365
"S627Q03","AUT",833,230
"S627Q03","BEL",1061,333
"S627Q03","BGR",560,269
"S627Q03","BRA",1890,1190
"S627Q03","CAN",2338,604
"S627Q03","CHE",1013,249
"S627Q03","CHL",776,220
"S627Q03","COL",1105,582
"S627Q03","CRI",579,312
"S627Q03","CZE",791,194
"S627Q03","DEU",726,184
"S627Q03","DNK",771,233
"S627Q03","DOM",451,342
"S627Q03","ESP",798,200
"S627Q03","EST",657,171
"S627Q03","FIN",722,173
"S627Q03","FRA",732,190
"S627Q03","GBR",1743,369
"S627Q03","GRC",604,215
"S627Q03","HKG",661,174
"S627Q03","HRV",695,220
"S627Q03","HUN",638,214
"S627Q03","IRL",980,273
"S627Q03","ISL",399,130
"S627Q03","ISR",737,275
"S627Q03","ITA",1356,435
"S627Q03","JPN",781,231
"S627Q03","KOR",630,211
"S627Q03","LTU",710,276
"S627Q03","LUX",603,213
"S627Q03","LVA",535,188
"S627Q03","MAC",529,135
"S627Q03","MEX",773,282
"S627Q03","MNE",425,361
"S627Q03","NLD",612,165
"S627Q03","NOR",603,217
"S627Q03","NZL",547,118
"S627Q03","PER",552,380
"S627Q03","POL",774,250
"S627Q03","PRT",931,214
"S627Q03","QAT",1567,886
"S627Q03","QCH",1186,307
"S627Q03","QES",3873,992
"S627Q03","QUC",209,31
"S627Q03","QUE",244,53
"S627Q03","RUS",647,218
"S627Q03","SGP",789,163
"S627Q03","SVK",669,235
"S627Q03","SVN",727,186
"S627Q03","SWE",618,206
"S627Q03","TAP",996,197
"S627Q03","THA",893,394
"S627Q03","TUN",466,272
"S627Q03","TUR",591,283
"S627Q03","URY",592,269
"S627Q03","USA",694,167
"S627Q04","ARE",1118,1025
"S627Q04","AUS",1528,665
"S627Q04","AUT",679,405
"S627Q04","BEL",865,560
"S627Q04","BGR",466,418
"S627Q04","BRA",1450,1899
"S627Q04","CAN",2032,957
"S627Q04","CHE",775,514
"S627Q04","CHL",578,444
"S627Q04","COL",999,779
"S627Q04","CRI",470,470
"S627Q04","CZE",614,398
"S627Q04","DEU",613,311
"S627Q04","DNK",725,286
"S627Q04","DOM",258,711
"S627Q04","ESP",669,358
"S627Q04","EST",559,279
"S627Q04","FIN",589,317
"S627Q04","FRA",522,431
"S627Q04","GBR",1462,681
"S627Q04","GRC",455,382
"S627Q04","HKG",670,173
"S627Q04","HRV",528,417
"S627Q04","HUN",515,363
"S627Q04","IRL",851,420
"S627Q04","ISL",319,221
"S627Q04","ISR",630,400
"S627Q04","ITA",1188,643
"S627Q04","JPN",726,290
"S627Q04","KOR",614,238
"S627Q04","LTU",555,456
"S627Q04","LUX",496,339
"S627Q04","LVA",358,375
"S627Q04","MAC",505,159
"S627Q04","MEX",483,642
"S627Q04","MNE",339,504
"S627Q04","NLD",513,269
"S627Q04","NOR",537,293
"S627Q04","NZL",474,199
"S627Q04","PER",424,595
"S627Q04","POL",699,341
"S627Q04","PRT",778,386
"S627Q04","QAT",1120,1450
"S627Q04","QCH",647,876
"S627Q04","QES",3261,1738
"S627Q04","QUC",173,73
"S627Q04","QUE",194,108
"S627Q04","RUS",376,514
"S627Q04","SGP",659,296
"S627Q04","SVK",436,494
"S627Q04","SVN",566,382
"S627Q04","SWE",479,359
"S627Q04","TAP",808,392
"S627Q04","THA",798,534
"S627Q04","TUN",226,547
"S627Q04","TUR",477,420
"S627Q04","URY",493,401
"S627Q04","USA",633,248
"S629Q02","ARE",703,1469
"S629Q02","AUS",984,1212
"S629Q02","AUT",536,550
"S629Q02","BEL",577,829
"S629Q02","BGR",345,523
"S629Q02","BRA",475,2107
"S629Q02","CAN",1361,1654
"S629Q02","CHE",523,754
"S629Q02","CHL",358,645
"S629Q02","COL",232,1435
"S629Q02","CRI",130,742
"S629Q02","CZE",509,498
"S629Q02","DEU",476,502
"S629Q02","DNK",448,594
"S629Q02","DOM",44,775
"S629Q02","ESP",384,602
"S629Q02","EST",470,377
"S629Q02","FIN",401,467
"S629Q02","FRA",288,638
"S629Q02","GBR",823,1342
"S629Q02","GRC",324,521
"S629Q02","HKG",421,424
"S629Q02","HRV",351,552
"S629Q02","HUN",364,473
"S629Q02","IRL",483,783
"S629Q02","ISL",162,336
"S629Q02","ISR",456,549
"S629Q02","ITA",683,1091
"S629Q02","JPN",558,426
"S629Q02","KOR",474,405
"S629Q02","LTU",451,569
"S629Q02","LUX",272,508
"S629Q02","LVA",335,402
"S629Q02","MAC",311,365
"S629Q02","MEX",181,818
"S629Q02","MNE",176,616
"S629Q02","NLD",403,436
"S629Q02","NOR",352,469
"S629Q02","NZL",307,350
"S629Q02","PER",116,784
"S629Q02","POL",428,555
"S629Q02","PRT",401,661
"S629Q02","QAT",783,1700
"S629Q02","QCH",692,825
"S629Q02","QES",1996,2856
"S629Q02","QUC",114,137
"S629Q02","QUE",118,156
"S629Q02","RUS",419,479
"S629Q02","SGP",461,483
"S629Q02","SVK",396,530
"S629Q02","SVN",506,474
"S629Q02","SWE",324,481
"S629Q02","TAP",700,527
"S629Q02","THA",326,912
"S629Q02","TUN",121,562
"S629Q02","TUR",340,575
"S629Q02","URY",225,651
"S629Q02","USA",336,520
"S629Q04","ARE",976,1188
"S629Q04","AUS",1368,806
"S629Q04","AUT",600,483
"S629Q04","BEL",843,543
"S629Q04","BGR",369,495
"S629Q04","BRA",797,1635
"S629Q04","CAN",1778,1217
"S629Q04","CHE",656,613
"S629Q04","CHL",480,503
"S629Q04","COL",818,809
"S629Q04","CRI",353,498
"S629Q04","CZE",481,519
"S629Q04","DEU",591,381
"S629Q04","DNK",653,380
"S629Q04","DOM",165,638
"S629Q04","ESP",517,460
"S629Q04","EST",471,372
"S629Q04","FIN",550,313
"S629Q04","FRA",469,447
"S629Q04","GBR",1326,833
"S629Q04","GRC",423,420
"S629Q04","HKG",492,348
"S629Q04","HRV",382,514
"S629Q04","HUN",432,398
"S629Q04","IRL",751,510
"S629Q04","ISL",234,257
"S629Q04","ISR",523,473
"S629Q04","ITA",906,843
"S629Q04","JPN",645,333
"S629Q04","KOR",447,429
"S629Q04","LTU",509,514
"S629Q04","LUX",399,368
"S629Q04","LVA",366,367
"S629Q04","MAC",417,247
"S629Q04","MEX",495,486
"S629Q04","MNE",275,524
"S629Q04","NLD",570,272
"S629Q04","NOR",447,362
"S629Q04","NZL",394,254
"S629Q04","PER",288,581
"S629Q04","POL",603,378
"S629Q04","PRT",534,507
"S629Q04","QAT",912,1539
"S629Q04","QCH",697,814
"S629Q04","QES",2583,2225
"S629Q04","QUC",168,80
"S629Q04","QUE",184,87
"S629Q04","RUS",377,510
"S629Q04","SGP",588,353
"S629Q04","SVK",425,499
"S629Q04","SVN",551,430
"S629Q04","SWE",463,326
"S629Q04","TAP",643,582
"S629Q04","THA",503,712
"S629Q04","TUN",163,491
"S629Q04","TUR",362,551
"S629Q04","URY",395,463
"S629Q04","USA",540,310
"S634Q01","ARE",229,1867
"S634Q01","AUS",471,1676
"S634Q01","AUT",239,774
"S634Q01","BEL",359,1025
"S634Q01","BGR",91,806
"S634Q01","BRA",145,2619
"S634Q01","CAN",740,2329
"S634Q01","CHE",320,891
"S634Q01","CHL",164,868
"S634Q01","COL",148,1593
"S634Q01","CRI",63,815
"S634Q01","CZE",214,834
"S634Q01","DEU",258,729
"S634Q01","DNK",208,784
"S634Q01","DOM",25,824
"S634Q01","ESP",166,828
"S634Q01","EST",246,619
"S634Q01","FIN",243,662
"S634Q01","FRA",283,638
"S634Q01","GBR",414,1718
"S634Q01","GRC",105,718
"S634Q01","HKG",138,677
"S634Q01","HRV",77,744
"S634Q01","HUN",161,703
"S634Q01","IRL",202,1023
"S634Q01","ISL",130,398
"S634Q01","ISR",161,839
"S634Q01","ITA",314,1376
"S634Q01","JPN",233,787
"S634Q01","KOR",117,725
"S634Q01","LTU",115,849
"S634Q01","LUX",188,593
"S634Q01","LVA",102,601
"S634Q01","MAC",160,523
"S634Q01","MEX",83,1021
"S634Q01","MNE",31,760
"S634Q01","NLD",177,623
"S634Q01","NOR",206,616
"S634Q01","NZL",162,542
"S634Q01","PER",64,891
"S634Q01","POL",147,828
"S634Q01","PRT",156,934
"S634Q01","QAT",204,2271
"S634Q01","QCH",366,1142
"S634Q01","QES",907,3881
"S634Q01","QUC",65,160
"S634Q01","QUE",70,229
"S634Q01","RUS",142,741
"S634Q01","SGP",251,717
"S634Q01","SVK",146,823
"S634Q01","SVN",161,749
"S634Q01","SWE",143,623
"S634Q01","TAP",237,957
"S634Q01","THA",99,1082
"S634Q01","TUN",36,655
"S634Q01","TUR",65,831
"S634Q01","URY",86,700
"S634Q01","USA",202,616
"S634Q02","ARE",646,1233
"S634Q02","AUS",666,1183
"S634Q02","AUT",366,464
"S634Q02","BEL",468,588
"S634Q02","BGR",237,592
"S634Q02","BRA",756,1795
"S634Q02","CAN",1073,1505
"S634Q02","CHE",449,500
"S634Q02","CHL",383,568
"S634Q02","COL",535,1126
"S634Q02","CRI",229,592
"S634Q02","CZE",408,446
"S634Q02","DEU",367,409
"S634Q02","DNK",344,570
"S634Q02","DOM",136,685
"S634Q02","ESP",384,461
"S634Q02","EST",300,394
"S634Q02","FIN",339,406
"S634Q02","FRA",285,443
"S634Q02","GBR",706,1096
"S634Q02","GRC",299,471
"S634Q02","HKG",299,325
"S634Q02","HRV",213,495
"S634Q02","HUN",368,392
"S634Q02","IRL",411,669
"S634Q02","ISL",179,277
"S634Q02","ISR",352,498
"S634Q02","ITA",648,751
"S634Q02","JPN",497,329
"S634Q02","KOR",285,320
"S634Q02","LTU",294,573
"S634Q02","LUX",259,395
"S634Q02","LVA",235,363
"S634Q02","MAC",238,259
"S634Q02","MEX",258,813
"S634Q02","MNE",196,553
"S634Q02","NLD",294,347
"S634Q02","NOR",289,405
"S634Q02","NZL",232,333
"S634Q02","PER",230,690
"S634Q02","POL",284,541
"S634Q02","PRT",405,471
"S634Q02","QAT",738,1535
"S634Q02","QCH",500,567
"S634Q02","QES",1915,2138
"S634Q02","QUC",75,113
"S634Q02","QUE",102,163
"S634Q02","RUS",311,437
"S634Q02","SGP",306,318
"S634Q02","SVK",295,502
"S634Q02","SVN",306,464
"S634Q02","SWE",253,395
"S634Q02","TAP",447,430
"S634Q02","THA",376,738
"S634Q02","TUN",191,480
"S634Q02","TUR",330,501
"S634Q02","URY",265,474
"S634Q02","USA",271,447
"S634Q04","ARE",684,1426
"S634Q04","AUS",994,1106
"S634Q04","AUT",596,407
"S634Q04","BEL",784,586
"S634Q04","BGR",319,579
"S634Q04","BRA",645,1827
"S634Q04","CAN",1551,1503
"S634Q04","CHE",674,503
"S634Q04","CHL",440,564
"S634Q04","COL",530,1163
"S634Q04","CRI",267,589
"S634Q04","CZE",588,449
"S634Q04","DEU",620,354
"S634Q04","DNK",447,547
"S634Q04","DOM",100,734
"S634Q04","ESP",482,507
"S634Q04","EST",541,327
"S634Q04","FIN",585,327
"S634Q04","FRA",478,439
"S634Q04","GBR",1055,1070
"S634Q04","GRC",318,517
"S634Q04","HKG",394,399
"S634Q04","HRV",439,388
"S634Q04","HUN",437,418
"S634Q04","IRL",658,578
"S634Q04","ISL",262,269
"S634Q04","ISR",522,472
"S634Q04","ITA",760,897
"S634Q04","JPN",674,382
"S634Q04","KOR",560,293
"S634Q04","LTU",540,437
"S634Q04","LUX",383,368
"S634Q04","LVA",368,326
"S634Q04","MAC",346,326
"S634Q04","MEX",292,756
"S634Q04","MNE",224,579
"S634Q04","NLD",457,347
"S634Q04","NOR",492,331
"S634Q04","NZL",377,309
"S634Q04","PER",222,691
"S634Q04","POL",558,406
"S634Q04","PRT",400,642
"S634Q04","QAT",635,1874
"S634Q04","QCH",783,718
"S634Q04","QES",2284,2495
"S634Q04","QUC",148,82
"S634Q04","QUE",156,137
"S634Q04","RUS",455,398
"S634Q04","SGP",547,397
"S634Q04","SVK",432,534
"S634Q04","SVN",462,469
"S634Q04","SWE",402,352
"S634Q04","TAP",592,592
"S634Q04","THA",401,735
"S634Q04","TUN",113,573
"S634Q04","TUR",324,591
"S634Q04","URY",225,548
"S634Q04","USA",424,372
"S635Q01","ARE",663,663
"S635Q01","AUS",989,649
"S635Q01","AUT",453,249
"S635Q01","BEL",416,422
"S635Q01","BGR",234,310
"S635Q01","BRA",1020,1393
"S635Q01","CAN",1244,680
"S635Q01","CHE",428,393
"S635Q01","CHL",323,272
"S635Q01","COL",572,821
"S635Q01","CRI",299,474
"S635Q01","CZE",428,350
"S635Q01","DEU",370,203
"S635Q01","DNK",604,224
"S635Q01","DOM",282,443
"S635Q01","ESP",308,308
"S635Q01","EST",137,186
"S635Q01","FIN",251,137
"S635Q01","FRA",321,375
"S635Q01","GBR",773,540
"S635Q01","GRC",221,248
"S635Q01","HKG",145,142
"S635Q01","HRV",371,215
"S635Q01","HUN",463,199
"S635Q01","IRL",555,382
"S635Q01","ISL",114,139
"S635Q01","ISR",350,324
"S635Q01","ITA",585,588
"S635Q01","JPN",88,230
"S635Q01","LTU",275,263
"S635Q01","LUX",321,259
"S635Q01","LVA",159,167
"S635Q01","MAC",173,131
"S635Q01","MEX",339,510
"S635Q01","MNE",263,309
"S635Q01","NLD",283,301
"S635Q01","NOR",409,227
"S635Q01","NZL",331,190
"S635Q01","PER",308,472
"S635Q01","POL",328,215
"S635Q01","PRT",310,360
"S635Q01","QAT",706,861
"S635Q01","QCH",455,305
"S635Q01","QES",1417,1420
"S635Q01","QUC",105,35
"S635Q01","QUE",162,38
"S635Q01","RUS",151,460
"S635Q01","SGP",265,161
"S635Q01","SVK",363,367
"S635Q01","SVN",326,193
"S635Q01","SWE",424,221
"S635Q01","TAP",166,162
"S635Q01","THA",291,307
"S635Q01","TUN",233,359
"S635Q01","TUR",268,349
"S635Q01","URY",314,316
"S635Q01","USA",414,213
"S635Q02","ARE",1282,749
"S635Q02","AUS",1527,601
"S635Q02","AUT",774,266
"S635Q02","BEL",1027,355
"S635Q02","BGR",535,289
"S635Q02","BRA",1694,1187
"S635Q02","CAN",2223,698
"S635Q02","CHE",859,366
"S635Q02","CHL",723,249
"S635Q02","COL",1040,639
"S635Q02","CRI",532,325
"S635Q02","CZE",716,269
"S635Q02","DEU",683,216
"S635Q02","DNK",662,336
"S635Q02","DOM",333,417
"S635Q02","ESP",772,226
"S635Q02","EST",648,186
"S635Q02","FIN",633,248
"S635Q02","FRA",681,241
"S635Q02","GBR",1491,586
"S635Q02","GRC",588,213
"S635Q02","HKG",685,147
"S635Q02","HRV",663,252
"S635Q02","HUN",604,248
"S635Q02","IRL",860,380
"S635Q02","ISL",343,180
"S635Q02","ISR",687,288
"S635Q02","ITA",1250,513
"S635Q02","JPN",816,192
"S635Q02","KOR",614,215
"S635Q02","LTU",693,278
"S635Q02","LUX",536,262
"S635Q02","LVA",511,205
"S635Q02","MAC",534,129
"S635Q02","MEX",601,468
"S635Q02","MNE",459,289
"S635Q02","NLD",543,225
"S635Q02","NOR",574,231
"S635Q02","NZL",487,170
"S635Q02","PER",518,397
"S635Q02","POL",715,303
"S635Q02","PRT",805,339
"S635Q02","QAT",1374,969
"S635Q02","QCH",1225,267
"S635Q02","QES",3788,1083
"S635Q02","QUC",194,47
"S635Q02","QUE",216,83
"S635Q02","RUS",633,219
"S635Q02","SGP",735,208
"S635Q02","SVK",610,290
"S635Q02","SVN",598,320
"S635Q02","SWE",522,272
"S635Q02","TAP",971,219
"S635Q02","THA",927,371
"S635Q02","TUN",371,319
"S635Q02","TUR",437,407
"S635Q02","URY",559,285
"S635Q02","USA",611,257
"S635Q04","ARE",721,1005
"S635Q04","AUS",715,782
"S635Q04","AUT",445,385
"S635Q04","BEL",463,416
"S635Q04","BGR",303,407
"S635Q04","BRA",901,1730
"S635Q04","CAN",1045,931
"S635Q04","CHE",420,439
"S635Q04","CHL",373,419
"S635Q04","COL",579,864
"S635Q04","CRI",292,516
"S635Q04","CZE",340,307
"S635Q04","DEU",341,282
"S635Q04","DNK",405,351
"S635Q04","DOM",268,583
"S635Q04","ESP",359,389
"S635Q04","EST",256,219
"S635Q04","FIN",335,294
"S635Q04","FRA",272,259
"S635Q04","GBR",705,664
"S635Q04","GRC",269,358
"S635Q04","HKG",389,250
"S635Q04","HRV",322,379
"S635Q04","HUN",261,356
"S635Q04","IRL",463,455
"S635Q04","ISL",199,223
"S635Q04","ISR",349,382
"S635Q04","ITA",615,618
"S635Q04","JPN",311,254
"S635Q04","KOR",319,286
"S635Q04","LTU",544,373
"S635Q04","LUX",314,321
"S635Q04","LVA",257,258
"S635Q04","MAC",200,192
"S635Q04","MEX",365,585
"S635Q04","MNE",274,402
"S635Q04","NLD",289,254
"S635Q04","NOR",294,275
"S635Q04","NZL",198,218
"S635Q04","PER",331,523
"S635Q04","POL",403,292
"S635Q04","PRT",347,417
"S635Q04","QAT",907,1268
"S635Q04","QCH",494,431
"S635Q04","QES",1791,1738
"S635Q04","QUC",63,68
"S635Q04","QUE",91,107
"S635Q04","RUS",357,326
"S635Q04","SGP",272,262
"S635Q04","SVK",368,364
"S635Q04","SVN",380,340
"S635Q04","SWE",309,297
"S635Q04","TAP",493,341
"S635Q04","THA",485,616
"S635Q04","TUN",262,436
"S635Q04","TUR",300,500
"S635Q04","URY",300,404
"S635Q04","USA",255,330
"S637Q02","ARE",404,1640
"S637Q02","AUS",494,1534
"S637Q02","AUT",244,768
"S637Q02","BEL",327,1082
"S637Q02","BGR",195,672
"S637Q02","BRA",593,2454
"S637Q02","CAN",597,2336
"S637Q02","CHE",303,1007
"S637Q02","CHL",183,888
"S637Q02","COL",405,1318
"S637Q02","CRI",150,744
"S637Q02","CZE",189,800
"S637Q02","DEU",198,718
"S637Q02","DNK",236,752
"S637Q02","DOM",128,796
"S637Q02","ESP",206,822
"S637Q02","EST",225,635
"S637Q02","FIN",318,584
"S637Q02","FRA",215,662
"S637Q02","GBR",494,1596
"S637Q02","GRC",151,675
"S637Q02","HKG",189,561
"S637Q02","HRV",208,667
"S637Q02","HUN",292,580
"S637Q02","IRL",228,966
"S637Q02","ISL",99,407
"S637Q02","ISR",292,683
"S637Q02","ITA",362,1411
"S637Q02","JPN",332,634
"S637Q02","KOR",136,680
"S637Q02","LTU",285,669
"S637Q02","LUX",146,605
"S637Q02","LVA",150,594
"S637Q02","MAC",153,487
"S637Q02","MEX",158,961
"S637Q02","MNE",188,589
"S637Q02","NLD",223,558
"S637Q02","NOR",215,548
"S637Q02","NZL",181,425
"S637Q02","PER",176,818
"S637Q02","POL",279,637
"S637Q02","PRT",212,890
"S637Q02","QAT",432,2050
"S637Q02","QCH",449,891
"S637Q02","QES",1022,3887
"S637Q02","QUC",60,175
"S637Q02","QUE",52,212
"S637Q02","RUS",205,685
"S637Q02","SGP",258,582
"S637Q02","SVK",286,626
"S637Q02","SVN",283,674
"S637Q02","SWE",225,572
"S637Q02","TAP",170,847
"S637Q02","THA",169,1028
"S637Q02","TUN",109,660
"S637Q02","TUR",106,748
"S637Q02","URY",153,734
"S637Q02","USA",208,577
"S638Q01","ARE",734,1340
"S638Q01","AUS",1109,947
"S638Q01","AUT",641,371
"S638Q01","BEL",769,543
"S638Q01","BGR",319,504
"S638Q01","BRA",642,1466
"S638Q01","CAN",1746,1285
"S638Q01","CHE",697,474
"S638Q01","CHL",403,556
"S638Q01","COL",403,1145
"S638Q01","CRI",255,548
"S638Q01","CZE",578,437
"S638Q01","DEU",607,358
"S638Q01","DNK",509,468
"S638Q01","DOM",102,538
"S638Q01","ESP",498,455
"S638Q01","EST",559,290
"S638Q01","FIN",659,240
"S638Q01","FRA",482,408
"S638Q01","GBR",1074,1068
"S638Q01","GRC",353,455
"S638Q01","HKG",572,233
"S638Q01","HRV",385,425
"S638Q01","HUN",476,352
"S638Q01","IRL",657,566
"S638Q01","ISL",212,303
"S638Q01","ISR",392,559
"S638Q01","ITA",899,711
"S638Q01","JPN",684,342
"S638Q01","KOR",621,222
"S638Q01","LTU",478,479
"S638Q01","LUX",364,361
"S638Q01","LVA",424,300
"S638Q01","MAC",431,222
"S638Q01","MEX",287,700
"S638Q01","MNE",242,468
"S638Q01","NLD",535,286
"S638Q01","NOR",402,399
"S638Q01","NZL",392,275
"S638Q01","PER",185,629
"S638Q01","POL",465,494
"S638Q01","PRT",483,490
"S638Q01","QAT",668,1682
"S638Q01","QCH",1024,468
"S638Q01","QES",2491,2145
"S638Q01","QUC",127,93
"S638Q01","QUE",162,131
"S638Q01","RUS",490,320
"S638Q01","SGP",654,308
"S638Q01","SVK",415,514
"S638Q01","SVN",532,395
"S638Q01","SWE",409,314
"S638Q01","TAP",777,423
"S638Q01","THA",291,802
"S638Q01","TUN",156,473
"S638Q01","TUR",234,666
"S638Q01","URY",233,483
"S638Q01","USA",401,387
"S638Q02","ARE",1341,744
"S638Q02","AUS",1671,400
"S638Q02","AUT",851,163
"S638Q02","BEL",1059,246
"S638Q02","BGR",535,300
"S638Q02","BRA",1190,926
"S638Q02","CAN",2609,443
"S638Q02","CHE",880,282
"S638Q02","CHL",735,217
"S638Q02","COL",1057,489
"S638Q02","CRI",595,212
"S638Q02","CZE",855,162
"S638Q02","DEU",800,157
"S638Q02","DNK",750,227
"S638Q02","DOM",338,314
"S638Q02","ESP",703,249
"S638Q02","EST",646,208
"S638Q02","FIN",741,163
"S638Q02","FRA",645,257
"S638Q02","GBR",1705,447
"S638Q02","GRC",553,266
"S638Q02","HKG",716,92
"S638Q02","HRV",678,136
"S638Q02","HUN",579,250
"S638Q02","IRL",1061,162
"S638Q02","ISL",401,116
"S638Q02","ISR",696,256
"S638Q02","ITA",1113,505
"S638Q02","JPN",892,141
"S638Q02","KOR",731,118
"S638Q02","LTU",649,313
"S638Q02","LUX",472,246
"S638Q02","LVA",522,202
"S638Q02","MAC",557,93
"S638Q02","MEX",690,294
"S638Q02","MNE",495,252
"S638Q02","NLD",695,126
"S638Q02","NOR",626,176
"S638Q02","NZL",576,95
"S638Q02","PER",557,259
"S638Q02","POL",743,224
"S638Q02","PRT",641,329
"S638Q02","QAT",1348,1031
"S638Q02","QCH",1222,272
"S638Q02","QES",3441,1207
"S638Q02","QUC",197,24
"S638Q02","QUE",233,58
"S638Q02","RUS",582,224
"S638Q02","SGP",822,138
"S638Q02","SVK",652,279
"S638Q02","SVN",641,283
"S638Q02","SWE",559,165
"S638Q02","TAP",1056,141
"S638Q02","THA",659,449
"S638Q02","TUN",314,330
"S638Q02","TUR",506,405
"S638Q02","URY",481,234
"S638Q02","USA",624,163
"S638Q04","ARE",532,1582
"S638Q04","AUS",751,1314
"S638Q04","AUT",373,638
"S638Q04","BEL",414,877
"S638Q04","BGR",158,701
"S638Q04","BRA",279,1931
"S638Q04","CAN",1011,2053
"S638Q04","CHE",372,791
"S638Q04","CHL",131,823
"S638Q04","COL",270,1317
"S638Q04","CRI",42,770
"S638Q04","CZE",149,864
"S638Q04","DEU",419,536
"S638Q04","DNK",321,653
